Order Date,Title,Category,Website,Release Date,Condition,Seller,Seller Credentials,List Price Per Unit,Purchase Price Per Unit,Quantity,Payment Instrument Type,Purchase Order Number,PO Line Number,Shipment Date,Shipping Address State,Order Status,Item Subtotal,Item Subtotal Tax,Item Total,Tax Exemption Applied,Tax Exemption Type,Exemption Opt-Out,Currency,Group Name
2021-04-19,"Summer Gentle Support Multi-Stage Tub - For Ages 0-24 Months - Includes Soft Support, Two Bath Toys, A Hook for Storage and Dying, and a Drain Plug",BABY_PRODUCT,Amazon.com,,new,Amazon.com,,$49.99,$39.99,1,CREDIT_CARD_E,,,4/21/21,NY,Shipped,$39.99,$3.55,$43.54,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-20,Tactics of Hope: The Public Turn in English Composition,ABIS_BOOK,Amazon.com,2005-02-25T00:00:01,used good,ThriftBooks-Portland,,$33.00,$14.97,1,CREDIT_CARD_E,,,4/21/21,NY,Shipped,$14.97,$1.33,$16.30,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-21,"Dinosaur Toys for 3 Year Old Boys, Pull Back Dinosaur Toys for 5 Year Old Boy 6 Pack Set Car Toys for 4 Year Old Boys Christmas Birthday Gifts for Kids 2 3 4 5 6 Year Old Boys Girls",NON_RIDING_TOY_VEHICLE,Amazon.com,,new,Palotix,,$0.00,$13.99,1,CREDIT_CARD_E,,,4/21/21,NY,Shipped,$13.99,$1.24,$15.23,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-21,"HONGID Dinosaur Toys for 3-8 Year Old Boys,Dino Projection Kids Toys for 3-8 Year Olds Boys 2 in 1 Car Toys for 2-10 Year Olds Boys,Chirstmas Xmax Birthday Gifts for 2-10 Year Olds Kids Toddler Toys",HOME,Amazon.com,,new,ToyKidsDirect,,$36.99,$26.99,1,CREDIT_CARD_E,,,4/21/21,NY,Shipped,$26.99,$2.40,$29.39,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-21,"Encore Plastics 01605 Promotional Pail, 5 Quart, Silver",BUCKET,Amazon.com,,new,Amazon.com,,$2.29,$3.08,1,CREDIT_CARD_E,,,4/22/21,NY,Shipped,$3.08,$0.27,$3.35,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-22,"Johnson's Baby Oil, Mineral Oil Enriched With Shea & Cocoa Butter to Prevent Moisture Loss, Hypoallergenic, 20 fl. oz",SKIN_MOISTURIZER,Amazon.com,,new,Amazon.com,,$5.32,$4.68,1,CREDIT_CARD_E and Gift Certificate/Card,,,,NY,,$4.68,$0.39,$5.07,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-23,"Diapers Size 2, 186 Count - Pampers Swaddlers Disposable Baby Diapers, ONE MONTH SUPPLY (Packaging May Vary)",INCONTINENCE_PROTECTOR,Amazon.com,,new,Amazon.com,,$49.99,$50.26,1,CREDIT_CARD_E,,,4/23/21,NY,Shipping soon,$50.26,$0.00,$50.26,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-23,"Similac Pro-Advance Infant Formula with 2'-FL Human Milk Oligosaccharide (HMO) for Immune Support, Ready to Drink Bottles, 2 Fl Oz (48 Count)",HEALTH_PERSONAL_CARE,Amazon.com,,new,Amazon.com,,$51.99,$49.00,1,CREDIT_CARD_E,,,4/24/21,NY,Shipped,$49.00,$0.00,$49.00,,,,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-23,"Scott 1000 Sheets Per Roll Toilet Paper, 32 Rolls (4 Packs of 8), Bath Tissue",TOILET_PAPER,Amazon.com,,new,Amazon.com,,$27.99,$22.78,1,CREDIT_CARD_E and Gift Certificate/Card,,,4/23/21,NY,Shipped,$22.78,$1.92,$24.70,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-23,"Scott 1000 Sheets Per Roll Toilet Paper, 32 Rolls (4 Packs of 8), Bath Tissue",TOILET_PAPER,Amazon.com,,new,Amazon.com,,$27.99,$22.78,1,CREDIT_CARD_E,,,,NY,,$22.78,$1.72,$24.50,FALSE,,FALSE,USD,
,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-23,Rhetorical Spaces: Essays on Gendered Locations,ABIS_BOOK,Amazon.com,1995-05-23T00:00:01,used acceptable,booksgalorellc,,$54.95,$8.49,1,CREDIT_CARD_E,,,4/23/21,NY,Shipping soon,$8.49,$0.75,$9.24,FALSE,,FALSE,USD,
